150
1 | 0 | 109 119 100 126 102
1 | 1 | 109 119 101 126 104
1 | 2 | 109 119 102 126 106
1 | 3 | 109 119 103 126 108
1 | 4 | 109 119 104 126 110
1 | 5 | 109 104 105 126 112
1 | 6 | 109 104 106 136 114
1 | 7 | 109 104 107 134 116
1 | 8 | 109 104 108 134 120
1 | 9 | 109 104 109 134 122
1 | 10 | 119 129 110 134 124
1 | 11 | 119 129 111 134 126
1 | 12 | 119 129 112 134 128
1 | 13 | 119 129 113 147 130
1 | 14 | 119 129 114 147 132
1 | 15 | 119 134 115 147 134
1 | 16 | 119 134 116 147 136
1 | 17 | 119 134 117 147 138
1 | 18 | 119 134 118 109 140
1 | 19 | 119 134 119 109 142
1 | 20 | 129 139 120 109 144
1 | 21 | 129 139 121 109 146
1 | 22 | 129 139 122 109 148
1 | 23 | 129 139 123 109 101
1 | 24 | 129 139 124 109 103
1 | 25 | 129 144 125 122 105
1 | 26 | 129 144 126 122 107
1 | 27 | 129 144 127 122 111
1 | 28 | 129 144 128 122 113
1 | 29 | 129 144 129 130 115
1 | 30 | 139 149 130 140 117
1 | 31 | 139 149 131 130 118
1 | 32 | 139 149 132 130 121
1 | 33 | 139 149 133 130 123
1 | 34 | 139 149 134 130 125
1 | 35 | 139 149 135 120 127
1 | 36 | 139 101 136 120 131
1 | 37 | 139 101 137 120 133
1 | 38 | 139 101 138 120 135
1 | 39 | 139 101 139 110 137
1 | 40 | 139 101 140 110 141
1 | 41 | 139 103 141 110 143
1 | 42 | 139 103 142 110 145
1 | 43 | 139 103 143 110 147
1 | 44 | 139 103 144 110 104
1 | 45 | 139 103 145 110 144
1 | 46 | 139 105 146 100 144
1 | 47 | 139 105 147 100 144
1 | 48 | 139 105 148 100 144
1 | 49 | 139 105 149 100 144
1 | 50 | 149 105 148 100 144
1 | 51 | 148 107 147 100 144
1 | 52 | 147 107 146 100 144
1 | 53 | 146 107 145 100 144
1 | 54 | 145 107 144 100 144
1 | 55 | 144 107 143 101 124
